event_date,gri,volume_score,severity_score,concentration_score,total_events,avg_goldstein,gri_armed_conflict_,gri_sanctions_finan,gri_technology_cont,gri_trade_policy_ac,gri_resource_energy,gri_regulatory_sove,gri_political_trans,gri_institutional_a
2022-08-09,68.8,61.630313765896204,84.897712028327,50.88820501275188,3685,-6.979542405665403,80.4,70.5,,59.7,,60.5,65.6,
2022-08-10,69.0,63.20424808290026,84.61935997800894,49.15841625396825,3750,-6.923871995601789,80.3,75.7,,60.3,,62.2,67.7,
2022-08-11,68.3,61.68400820416181,84.9440645374487,48.35742720209912,3709,-6.98881290748974,79.3,74.7,,65.8,,70.5,67.3,
2022-08-12,61.6,45.563092934024006,84.64416392611028,47.72135847777928,3246,-6.928832785222054,69.7,65.2,,65.1,,61.2,64.0,
2022-08-13,50.9,17.183402215763074,84.29317769860421,51.64162826918472,2311,-6.858635539720845,56.1,55.9,,58.0,,53.6,49.0,
2022-08-14,51.0,15.252531604932273,84.36734025031643,55.574283959598006,2182,-6.873468050063286,56.1,55.5,,54.3,,47.1,45.9,
2022-08-15,62.8,46.457952269562114,84.64279934588109,51.89432234126513,3163,-6.928559869176219,72.3,67.5,,63.2,,55.7,57.9,
2022-08-16,66.2,57.45539566946864,84.48119371068424,46.898051787324704,3577,-6.896238742136847,75.9,72.5,,67.7,,66.0,68.7,
2022-08-17,65.0,53.90302576594627,84.36698380732443,48.6637656677356,3444,-6.8733967614648845,74.9,64.5,,68.6,,60.4,65.9,
2022-08-18,66.8,59.19947791753063,84.28470052514115,47.27351616219614,3623,-6.856940105028231,76.9,69.7,,68.0,,75.3,68.5,
2022-08-19,63.7,51.16770705003241,84.15703246693106,47.64113675056081,3393,-6.8314064933862095,72.9,64.4,,61.9,,72.1,66.8,
2022-08-20,51.1,17.859868286637692,84.36594191796087,51.13363810187585,2335,-6.873188383592172,56.2,53.7,,55.5,,61.2,50.7,
2022-08-21,50.7,14.68039305866737,84.19636050977284,55.89121776365153,2159,-6.839272101954572,55.7,51.4,,53.2,,51.6,46.3,
2022-08-22,61.2,43.90004163628048,84.5853045646814,49.022304736266484,3121,-6.917060912936281,69.2,62.8,,65.0,,50.9,62.8,
2022-08-23,65.1,55.24398462439354,84.27658599267289,46.552794849713806,3487,-6.855317198534577,74.0,70.3,,70.6,,52.9,69.2,
2022-08-24,65.5,55.64597564014821,84.30339651503083,47.59035090517179,3462,-6.8606793030061635,75.2,70.2,,73.1,,56.8,66.6,
2022-08-25,65.8,55.56629917170948,84.27919890256396,49.07805598233819,3463,-6.855839780512791,76.0,62.0,,62.5,,62.5,67.6,
2022-08-26,60.4,42.65393473164749,84.39316441645097,47.88643361621277,3091,-6.878632883290194,68.1,65.4,,60.6,,59.5,63.2,
2022-08-27,51.5,18.57674170563076,83.78573405405633,52.96051912416975,2319,-6.757146810811267,56.8,54.3,,50.7,,59.4,50.1,
2022-08-28,50.7,15.350910978455438,84.54128297974236,53.87781127295895,2181,-6.908256595948474,55.3,52.6,,54.7,,58.4,48.1,
2022-08-29,60.4,41.413857295345004,84.72736807247007,49.63551901071561,2992,-6.945473614494013,68.4,61.8,,66.0,,69.1,59.4,
2022-08-30,67.8,60.57564721419531,84.88092881131679,47.94442652092203,3585,-6.976185762263358,78.1,66.7,,81.5,,63.2,67.6,
2022-08-31,67.8,60.90120203135879,84.31906339558519,48.79247477597403,3573,-6.8638126791170375,78.8,66.1,,80.9,,63.2,65.9,
2022-09-01,66.4,58.44066958856741,84.1062733279764,47.144885438523914,3526,-6.821254665595281,76.5,72.2,,70.7,,71.8,67.4,
2022-09-02,61.8,46.58136815081876,84.10802037409229,47.64937295599666,3171,-6.82160407481846,70.3,71.1,,63.0,,60.8,63.2,
2022-09-03,50.9,17.47988389569427,84.21273687393688,51.287314432279096,2261,-6.842547374787375,55.8,57.3,,52.2,,62.7,50.0,
2022-09-04,51.5,17.217092395543673,84.62763659538011,53.74755900088133,2201,-6.925527319076022,56.7,58.1,,52.2,,40.4,49.2,
2022-09-05,59.0,37.42030023352277,84.26646513547895,51.86381886024096,2814,-6.85329302709579,67.5,64.9,,55.9,,52.3,56.4,
2022-09-06,64.9,52.97171988403803,84.47676304905907,49.83024909052029,3303,-6.895352609811813,74.9,73.3,,59.5,,57.4,63.2,
2022-09-07,67.5,60.49268632533437,84.16664418053355,48.21417968881775,3547,-6.833328836106711,78.2,73.1,,68.0,,75.4,66.5,
2022-09-08,66.3,57.69692433773369,84.52803097876462,47.190557515852774,3499,-6.905606195752924,76.0,70.6,,65.6,,59.5,69.8,
2022-09-09,59.4,40.293165841321915,84.55437220110976,47.29448239112533,2949,-6.910874440221948,66.9,74.4,,60.5,,61.5,60.7,
2022-09-10,50.0,15.66452410577108,83.92538193414906,50.937747670554714,2158,-6.785076386829812,54.8,58.8,,54.3,,61.5,49.1,
2022-09-11,48.5,11.852451796717943,84.21575363333561,50.39727227126781,2001,-6.843150726667123,52.7,57.0,,56.7,,55.6,48.5,
2022-09-12,59.7,40.81158312343618,84.46837160143555,47.75803009703686,2933,-6.89367432028711,67.0,64.4,,68.2,,55.7,61.8,
2022-09-13,65.5,55.561425777523596,84.48594766286173,47.32971174509332,3401,-6.89718953257235,75.1,66.9,,70.5,,64.1,68.5,
2022-09-14,67.6,59.65410736334296,84.37426870255076,50.19303052932783,3475,-6.874853740510154,78.5,73.0,,63.5,,49.8,66.1,
2022-09-15,66.1,57.98123041665182,84.37763199194293,45.69660129278269,3466,-6.875526398388587,75.3,82.4,,73.9,,63.3,68.4,
2022-09-16,62.6,49.575638549892396,84.21768344202046,45.575727571711866,3222,-6.843536688404093,70.5,79.9,,68.5,,51.1,66.8,
2022-09-17,53.2,23.07737632701608,84.57360881969457,50.45115936752237,2357,-6.914721763938912,58.5,62.0,,58.4,,50.3,52.5,
2022-09-18,51.2,16.724376471932935,84.55182391855207,53.32242842740048,2095,-6.910364783710415,56.0,58.8,,60.0,,51.4,47.2,
2022-09-19,63.8,49.82143563276142,84.57027755736517,50.25024920561483,3159,-6.914055511473033,73.0,67.2,,64.5,,55.5,62.7,
2022-09-20,65.1,56.54305190425018,84.47987918151443,43.6342034237397,3480,-6.895975836302884,73.2,74.8,,71.8,,60.6,75.2,
2022-09-21,66.9,60.94373925369477,84.63662697993513,43.13618062328744,3623,-6.927325395987026,75.3,75.1,,76.7,,70.5,77.2,
2022-09-22,67.3,62.532113931057935,84.53785993314634,42.51529587539585,3675,-6.907571986629269,75.2,72.7,,92.8,,63.4,77.6,
2022-09-23,64.7,55.88393254962734,84.74220160375717,42.19650788515832,3473,-6.948440320751433,71.8,75.9,,84.4,,62.3,74.9,
2022-09-24,54.3,28.4080358031686,85.04009978464516,44.52074848302811,2576,-7.008019956929033,59.1,59.7,,71.8,,49.9,62.1,
2022-09-25,52.9,22.579367930114355,85.03800929723816,49.056040937479345,2303,-7.007601859447634,58.0,57.3,,68.1,,50.2,53.8,
2022-09-26,64.3,53.33138908292798,84.97837941000108,44.65289665260958,3322,-6.995675882000216,72.3,70.8,,82.7,,63.4,69.9,
2022-09-27,67.6,62.331926184921706,84.5859716782011,44.3744715368819,3594,-6.917194335640221,76.9,75.6,,83.6,,81.1,72.3,
2022-09-28,70.5,68.38355830254059,84.12999992623939,47.651472524205865,3712,-6.825999985247878,81.8,79.0,,76.3,,76.9,69.2,
2022-09-29,67.7,62.22762692926163,84.26392832804378,45.56051775649936,3561,-6.852785665608754,77.5,81.9,,71.3,,78.7,70.5,
2022-09-30,64.0,53.37303487213315,84.64665766503663,43.83704053522234,3300,-6.929331533007326,72.1,89.9,,74.3,,65.0,67.5,
2022-10-01,56.2,31.72018747481217,84.67623417555517,48.21437474541335,2596,-6.935246835111033,62.8,70.4,,64.2,,59.1,55.6,
2022-10-02,50.5,16.909269565177112,84.67014306591194,49.25886182169558,2120,-6.934028613182389,55.5,58.0,,60.8,,58.1,50.7,
2022-10-03,63.0,49.29702957914611,84.71381336171427,46.88110613595625,3141,-6.942762672342856,71.7,67.9,,77.0,,64.0,64.5,
2022-10-04,68.1,62.64679178095598,84.48075802710815,46.08051681209236,3553,-6.896151605421629,78.0,79.5,,79.5,,66.0,69.6,
2022-10-05,70.9,68.23613437040015,84.33476088277028,49.55490982767981,3701,-6.86695217655406,82.8,69.2,,68.9,,61.2,70.3,
2022-10-06,70.6,68.66840845073952,84.3607590492256,46.91088609629199,3751,-6.872151809845121,81.9,80.7,,66.5,,64.2,73.4,
2022-10-07,82.5,100.0,84.82714663652186,42.78691797037067,6654,-6.965429327304371,97.8,94.3,,94.1,,87.5,88.4,
2022-10-08,57.1,34.8862867769933,84.89111483030432,45.97940608772199,2660,-6.978222966060864,64.2,65.3,,68.2,,79.3,58.3,
2022-10-09,55.9,28.130528273974566,84.8122993193147,53.426732194033846,2322,-6.962459863862944,62.5,60.8,,61.8,,55.3,50.9,
2022-10-10,64.5,52.714257791370535,84.71708744475279,47.85501827143706,3280,-6.94341748895056,74.2,71.0,,75.4,,55.4,64.4,
2022-10-11,65.7,56.44004881583914,84.38488546094881,47.09053929181597,3430,-6.876977092189762,75.6,72.2,,76.5,,53.2,67.1,
2022-10-12,67.5,61.35469576442324,84.27222025403859,46.00359438499836,3621,-6.854444050807719,77.5,77.6,,76.1,,62.1,69.6,
2022-10-13,66.4,58.01896951158441,84.28065187947279,47.51260661480522,3478,-6.856130375894554,76.6,70.2,,71.6,,77.7,66.3,
2022-10-14,66.4,57.80958906864855,84.32810832418441,47.526232343642135,3476,-6.865621664836884,76.6,72.8,,68.9,,78.8,66.0,
2022-10-15,58.4,34.55535232235149,85.0546533195316,52.909011305982645,2580,-7.010930663906319,65.9,59.2,,61.7,,60.2,54.0,
2022-10-16,53.7,24.655049755764015,84.9780029772248,48.99834140961575,2239,-6.995600595444964,59.5,59.6,,60.2,,58.0,54.1,
2022-10-17,64.1,51.62707729189401,84.72238083374376,47.80519029658153,3222,-6.944476166748748,73.5,71.8,,74.4,,62.0,63.2,
2022-10-18,66.1,58.54581317163352,84.07269923527181,45.457899897518104,3523,-6.814539847054361,75.8,75.2,,72.6,,63.6,70.0,
2022-10-19,67.0,59.79225762163727,84.38480395239279,46.77106923229519,3550,-6.876960790478558,77.3,71.0,,69.0,,78.1,68.8,
2022-10-20,66.8,60.460045019328724,84.58195204320914,44.07504409171076,3600,-6.916390408641827,76.2,82.2,,76.9,,65.7,71.0,
2022-10-21,63.3,52.00056985308813,84.31368998289341,43.756342658644,3290,-6.862737996578682,71.6,81.2,,75.1,,64.0,67.0,
2022-10-22,56.0,31.82685845591349,84.43966034907069,47.68128629513644,2517,-6.887932069814137,63.0,62.5,,65.8,,57.8,56.7,
2022-10-23,54.1,25.167973103816824,84.56877841588897,51.077357426101756,2218,-6.913755683177794,60.4,57.8,,64.9,,53.3,51.6,
2022-10-24,61.7,45.6072186022403,84.40601308891038,48.296934941918664,2985,-6.881202617782077,70.5,68.0,,70.5,,56.5,61.0,
2022-10-25,64.3,53.164346690322866,84.64478300541363,45.88841469004322,3316,-6.928956601082724,73.3,71.2,,66.6,,60.6,68.9,
2022-10-26,64.4,55.44348388154381,84.5001071345556,42.338191931802186,3441,-6.900021426911121,72.8,76.1,,77.3,,70.0,72.3,
2022-10-27,66.5,59.24809252856563,84.30108090329458,45.23967287404935,3545,-6.860216180658917,76.3,73.1,,72.1,,59.0,71.5,
2022-10-28,64.2,52.500878536741645,84.64328379953379,46.53666315673451,3265,-6.92865675990676,73.4,71.5,,73.4,,66.9,65.1,
2022-10-29,55.3,29.921754795530724,84.67807848931639,47.229955179558154,2438,-6.935615697863275,61.8,63.5,,66.7,,53.2,56.2,
2022-10-30,54.3,25.755210222607968,85.12776035379012,49.74890837291918,2238,-7.025552070758026,60.4,62.3,,63.7,,52.6,52.5,
2022-10-31,63.7,51.48079728260041,84.76534183955312,45.994426629479406,3255,-6.95306836791062,72.6,66.0,,64.5,,62.2,69.2,
2022-11-01,64.8,54.52440790819861,84.82328506338071,45.08276338756417,3333,-6.964657012676142,73.8,75.3,,78.9,,58.3,67.5,
2022-11-02,67.1,60.1618574496818,84.33356209312869,46.62063563044324,3515,-6.86671241862574,77.6,69.7,,78.9,,65.7,68.2,
2022-11-03,67.6,61.4324287330198,84.46622505110926,46.15156904008256,3552,-6.893245010221849,78.0,76.8,,76.3,,73.6,67.9,
2022-11-04,64.1,53.41630661662883,84.40932235668141,44.87852309659545,3288,-6.881864471336283,73.0,77.3,,76.5,,55.9,67.0,
2022-11-05,55.8,30.388573705532043,84.97111649463342,48.32456337714683,2430,-6.994223298926686,62.0,63.7,,60.5,,54.2,56.0,
2022-11-06,52.8,21.10083181912235,85.25726271192804,51.50384884563298,2046,-7.051452542385607,58.2,53.8,,58.1,,59.0,50.9,
2022-11-07,61.5,45.26992585733939,84.78058068646996,47.414699799371334,2942,-6.956116137293992,70.1,68.8,,69.7,,55.1,61.7,
2022-11-08,62.2,48.68205372862012,84.56832978222725,44.56951810397872,3091,-6.913665956445447,70.6,72.3,,76.8,,63.2,65.0,
2022-11-09,63.8,51.44211228137671,84.58902177183336,46.7580554367988,3156,-6.917804354366675,72.9,69.4,,74.4,,65.7,63.9,
2022-11-10,48.5,0.0,85.7631884057971,71.03040597927635,580,-7.152637681159421,47.1,45.6,,47.5,,44.4,38.6,
2022-11-11,49.2,10.606706759477028,84.9253318110461,55.07087003193155,1461,-6.98506636220922,52.9,53.3,,50.6,,48.6,45.8,
2022-11-12,55.5,29.0894424583734,84.80273947048079,49.476078145160244,2216,-6.960547894096161,62.2,60.8,,59.2,,57.1,54.3,
2022-11-13,54.1,24.84238739903141,84.75945591784722,51.31241404356721,2001,-6.951891183569444,60.0,61.1,,58.3,,54.8,51.1,
2022-11-14,62.4,48.08698601189927,84.41583395262595,46.875454108931145,2977,-6.883166790525189,71.4,68.0,,66.7,,66.6,63.3,
2022-11-15,66.7,59.32015627857784,84.33254783760887,45.96561213542399,3441,-6.866509567521774,76.8,75.0,,68.6,,68.1,68.8,
2022-11-16,68.1,61.717152249300646,84.37741129621325,48.31856654861619,3489,-6.87548225924265,79.4,72.9,,71.7,,70.6,66.1,
2022-11-17,68.4,64.0541945148811,84.53002927237804,44.89339866174656,3674,-6.906005854475607,79.1,72.6,,69.7,,71.4,73.9,
2022-11-18,66.4,58.88729154126388,84.56426682330928,45.27425382930079,3460,-6.912853364661856,76.8,66.9,,76.0,,68.1,70.3,
2022-11-19,57.3,33.61034603586774,84.41425672276142,50.337511251024914,2383,-6.882851344552284,64.7,59.7,,58.2,,60.2,55.2,
2022-11-20,56.3,30.33931422957565,84.52675458031361,51.5762793882079,2214,-6.9053509160627184,63.6,61.6,,59.7,,57.7,52.0,
2022-11-21,65.2,51.654763726016554,84.47103216293634,53.690763172107935,3035,-6.894206432587268,75.7,63.9,,62.9,,56.1,58.8,
2022-11-22,67.8,60.32918024299391,84.47164767731621,49.420010917895574,3431,-6.894329535463243,79.2,68.8,,70.2,,62.4,65.5,
2022-11-23,67.7,60.025871699043904,84.49800441745381,49.322236184424995,3413,-6.899600883490763,78.8,73.9,,68.6,,56.2,65.2,
2022-11-24,61.1,44.12277513654492,84.80101414882245,47.72000258488801,2801,-6.960202829764489,69.7,66.8,,65.4,,66.4,60.6,
2022-11-25,58.1,37.27662625504489,84.5845513935522,46.827021422073045,2544,-6.916910278710439,65.6,64.2,,65.1,,58.5,59.1,
2022-11-26,55.4,28.733405043248943,84.58065470110414,50.29506993474039,2171,-6.916130940220827,62.1,57.2,,61.1,,53.1,53.8,
2022-11-27,53.0,24.256163145661986,84.68023170565434,47.20733480382136,1989,-6.936046341130864,59.0,61.5,,57.9,,59.5,53.5,
2022-11-28,61.4,46.04297557370175,84.78279835707484,45.58540512994734,2900,-6.956559671414968,69.8,64.7,,69.7,,61.1,64.9,
2022-11-29,66.0,57.7870586360763,84.7989911230386,45.007039914189725,3397,-6.959798224607721,75.8,68.1,,69.8,,67.4,71.3,
2022-11-30,67.5,62.32533715140728,84.08079047941956,44.54493326841419,3576,-6.816158095883912,77.8,69.1,,75.5,,77.4,72.0,
2022-12-01,67.1,60.53612052424315,84.27598781470662,46.02598461974145,3476,-6.855197562941323,77.4,70.0,,71.5,,77.0,69.1,
2022-12-02,65.1,54.91113477940236,84.45253550714018,46.73774641212452,3234,-6.890507101428035,74.7,78.3,,64.8,,61.7,65.4,
2022-12-03,56.3,32.94617575701207,84.30262953336452,47.157788042529816,2355,-6.8605259066729065,63.6,62.8,,61.6,,60.7,56.6,
2022-12-04,53.2,24.68405575823665,84.67707453420189,47.20961487728254,1998,-6.935414906840377,59.4,62.8,,56.4,,62.2,52.9,
2022-12-05,63.1,50.33507864055215,84.54935755496156,45.886331874797854,3060,-6.909871510992309,72.2,70.1,,68.8,,59.9,65.2,
2022-12-06,65.9,57.63502697158262,84.31141105545092,45.39530212701232,3385,-6.86228221109018,75.9,69.0,,68.3,,57.6,70.8,
2022-12-07,67.8,62.189515856567276,84.32078928823114,45.81471521675545,3553,-6.864157857646229,78.1,73.8,,71.2,,54.6,71.3,
2022-12-08,68.7,65.28605912697276,84.3690229596311,43.95426319255762,3719,-6.873804591926219,79.3,73.3,,78.4,,67.9,73.9,
2022-12-09,62.1,49.2907643173841,84.48125255813066,42.864929284102935,3084,-6.896250511626131,70.5,77.1,,65.5,,58.5,68.3,
2022-12-10,54.1,29.09578480136578,84.34015986400698,43.50525451998703,2231,-6.868031972801399,60.6,72.9,,58.7,,53.9,56.9,
2022-12-11,52.4,22.91872294798132,84.53379511521302,46.92538815632982,1934,-6.906759023042605,58.6,59.9,,58.3,,50.2,52.9,
2022-12-12,63.6,51.882747868576324,84.77253974826444,44.51864483354907,3137,-6.95450794965289,73.1,73.6,,72.9,,61.8,65.9,
2022-12-13,67.3,61.71924941209531,84.528744431787,44.03743119342082,3562,-6.905748886357401,77.6,76.8,,69.2,,76.9,71.6,
2022-12-14,67.5,61.15209441579219,84.38976426410838,46.22557627717938,3512,-6.877952852821674,78.1,66.7,,73.9,,64.6,69.6,
2022-12-15,67.3,61.11496001897992,84.28712427600968,45.92247728913938,3519,-6.857424855201939,78.0,70.5,,68.2,,69.8,69.9,
2022-12-16,64.7,54.95294557363488,84.43949312964293,44.63552239899041,3298,-6.8878986259285835,74.3,66.1,,73.7,,63.6,68.9,
2022-12-17,56.9,33.89013227507334,84.75078777933133,47.372060995211434,2396,-6.950157555866267,64.2,58.9,,66.1,,54.3,57.0,
2022-12-18,55.2,27.045429330820465,84.72588092293802,52.36775996310834,2051,-6.945176184587605,61.9,55.3,,58.1,,59.6,50.6,
2022-12-19,63.7,50.46869255644457,84.85061503050939,47.92550569542469,3039,-6.970123006101879,73.4,65.6,,66.6,,71.1,62.4,
2022-12-20,65.9,58.16543305340185,84.36732681176889,44.321342009322606,3397,-6.8734653623537785,75.8,75.0,,70.9,,80.6,68.3,
2022-12-21,65.1,56.2538050981116,83.92913110554412,44.947128702383935,3295,-6.785826221108823,74.6,77.3,,68.3,,78.6,66.1,
2022-12-22,62.8,51.090390140987,84.17722771554517,43.371092861249544,3112,-6.835445543109036,71.5,74.1,,67.8,,80.8,66.3,
2022-12-23,61.7,46.164614495486944,84.46011335995024,47.37965049409179,2868,-6.892022671990047,70.6,65.1,,62.2,,75.5,61.1,
2022-12-24,54.8,27.855180452554514,84.94360803741557,48.236002243471354,2124,-6.988721607483116,61.4,58.5,,56.0,,57.4,54.4,
2022-12-25,52.1,20.286778712374048,84.13164117161841,51.44422724318879,1742,-6.826328234323682,57.5,59.0,,55.2,,49.1,48.6,
2022-12-26,57.9,34.18568825729288,84.16981357201759,52.583846671381984,2275,-6.833962714403521,65.7,60.2,,63.3,,55.7,52.2,
2022-12-27,60.1,40.714975525204636,84.15716297645915,50.900943722841895,2542,-6.83143259529183,68.5,65.9,,62.6,,62.2,55.3,
2022-12-28,61.5,44.850494140404585,84.28832944622002,49.24296178473662,2732,-6.857665889244004,70.2,66.9,,63.2,,56.6,59.3,
2022-12-29,63.2,50.29842873930746,83.69218777645766,47.97422592252093,2965,-6.738437555291535,72.9,68.7,,63.5,,66.8,62.2,
2022-12-30,61.4,45.56951118247936,84.19650077429249,47.70962531664783,2795,-6.839300154858497,70.5,61.6,,62.1,,66.0,62.1,
2022-12-31,57.7,33.85011772052125,84.630153523,51.30046829174037,2273,-6.926030704600004,65.1,56.8,,63.5,,57.3,53.8,
2023-01-01,56.5,27.37356916247601,84.71057302537568,58.50627340483469,1946,-6.942114605075136,63.3,53.4,,53.2,,51.0,48.7,
2023-01-02,60.2,38.794799669677595,84.5115196412561,54.49479890975203,2415,-6.90230392825122,69.1,55.2,,63.3,,59.0,53.9,
2023-01-03,63.9,50.46899093340956,84.43427190521986,49.51766551921899,2911,-6.88685438104397,73.8,70.9,,66.9,,66.8,60.0,
2023-01-04,66.0,57.36790304594881,84.4006520369979,46.55767240527983,3219,-6.880130407399579,76.6,72.5,,74.9,,79.8,64.4,
2023-01-05,68.2,63.205270351220335,84.13599347132774,46.0860563289671,3356,-6.827198694265546,79.3,67.1,,78.2,,87.5,68.1,
2023-01-06,65.7,57.30180362802194,84.47970355462212,45.14164040553685,3185,-6.8959407109244255,75.6,68.8,,78.1,,63.4,69.1,
2023-01-07,57.7,35.39865291222268,84.66505989642403,48.346448468338224,2399,-6.933011979284805,65.4,57.1,,64.8,,58.8,57.3,
2023-01-08,56.7,33.174715426423425,84.20857866962194,48.938314171593674,2296,-6.84171573392439,64.3,53.9,,71.7,,58.0,55.1,
2023-01-09,65.8,58.4416777907938,84.4550160406207,43.12553095786659,3223,-6.89100320812414,75.1,75.6,,82.6,,75.2,69.8,
2023-01-10,68.8,66.11957608382139,84.63079174197372,42.43117890869145,3491,-6.926158348394745,78.7,79.9,,85.9,,87.5,72.9,
2023-01-11,71.2,71.43621616480903,84.61814868495506,44.00863021292024,3679,-6.923629736991009,82.3,84.0,,66.5,,79.8,76.4,
2023-01-12,68.7,65.22503475351462,84.26554018153378,44.49782905398307,3463,-6.853108036306757,79.0,75.1,,68.0,,73.5,73.8,
2023-01-13,66.8,59.494555378399966,84.40247209715388,46.28541040382306,3241,-6.880494419430773,77.1,72.2,,67.0,,60.6,69.1,
2023-01-14,56.8,34.21139843399632,84.3199950480795,47.181700202906626,2364,-6.863999009615898,64.5,65.2,,56.2,,56.3,58.2,
2023-01-15,58.3,34.3233633948523,84.59688606252811,53.55005312786156,2283,-6.9193772125056245,66.2,59.1,,59.4,,62.7,51.7,
2023-01-16,65.1,54.845146652930694,84.44554540600919,47.04249030393147,3063,-6.889109081201838,75.2,64.3,,64.8,,68.4,67.1,
2023-01-17,70.4,69.0168908356935,84.83206607022768,44.24705379714745,3618,-6.966413214045538,81.0,65.7,,75.3,,65.0,78.6,
2023-01-18,72.5,74.02694274550097,84.68907004956432,45.25244711978551,3733,-6.937814009912861,84.4,75.5,,83.5,,66.4,75.0,
2023-01-19,70.8,69.90036414379739,84.4493832703581,45.305202111140694,3613,-6.889876654071621,82.1,70.4,,79.2,,63.5,74.8,
2023-01-20,68.4,63.58444082839379,84.56003110746217,45.6118954776224,3387,-6.912006221492433,79.0,73.5,,76.0,,62.0,70.7,
2023-01-21,60.8,43.7183237631478,84.40868638491548,47.77573857116802,2683,-6.881737276983094,69.2,65.1,,63.3,,57.6,60.9,
2023-01-22,59.1,37.6667386491698,85.06744096413706,49.96056629932034,2444,-7.013488192827412,67.2,58.5,,66.4,,56.8,56.8,
2023-01-23,68.3,63.20873833987167,84.62608961356302,45.94265518457139,3348,-6.925217922712603,79.1,82.4,,73.5,,64.1,68.3,
2023-01-24,72.2,73.35015894315565,84.37616543893168,45.725352228994254,3720,-6.875233087786334,84.3,82.8,,75.9,,64.1,73.7,
2023-01-25,73.8,76.66639043366082,84.64316540492803,46.57159908234127,3840,-6.928633080985604,86.5,79.9,,76.6,,57.5,75.2,
2023-01-26,74.7,79.90365053267627,84.3917315295399,44.81735707585043,3997,-6.8783463059079795,87.3,81.3,,86.8,,68.5,77.3,
2023-01-27,71.7,72.50565071064047,84.41487581272463,44.57626575314067,3771,-6.882975162544926,83.4,77.6,,76.2,,74.7,75.8,
2023-01-28,64.3,52.30061115691584,84.75831773554718,47.441444033346094,3022,-6.951663547109436,74.1,64.6,,68.2,,57.9,65.5,
2023-01-29,59.5,39.06217122185225,84.65309864539712,49.9498609772833,2503,-6.930619729079426,68.1,56.6,,73.6,,57.3,56.4,
2023-01-30,68.0,62.66281263767746,84.40973354018531,45.856768179540126,3381,-6.881946708037061,78.9,70.2,,87.1,,58.7,68.9,
2023-01-31,71.5,70.97110052005387,84.39519164344063,46.72356110191543,3668,-6.879038328688125,83.6,79.0,,77.2,,58.8,71.5,
2023-02-01,71.3,72.45209306299596,84.16812867055266,43.110579883744876,3759,-6.833625734110531,82.7,90.6,,86.7,,74.7,73.5,
2023-02-02,71.9,72.00999374091244,84.44425985701723,46.68643096508187,3721,-6.888851971403447,84.0,78.4,,74.8,,70.9,71.5,
2023-02-03,66.8,60.479172816272964,84.33244177848864,44.213774529593216,3347,-6.8664883556977285,76.6,77.1,,80.8,,68.6,69.1,
2023-02-04,56.7,34.24946519364858,84.2257139534258,46.71090438664333,2398,-6.845142790685159,63.8,63.2,,60.3,,59.1,58.0,
2023-02-05,55.0,27.452652272540075,84.7086374928143,50.51754980049517,2099,-6.941727498562864,61.7,58.7,,61.6,,49.1,52.6,
2023-02-06,65.0,55.503693572941565,84.56187849015349,45.02202971071291,3164,-6.912375698030696,74.9,66.3,,84.6,,57.8,67.6,
2023-02-07,70.8,68.9792489644693,84.63070609581098,46.660952002609996,3627,-6.926141219162195,82.5,72.9,,79.3,,74.8,70.2,
2023-02-08,69.8,66.64534965876285,84.52562996482061,46.63531005858662,3536,-6.905125992964121,81.1,81.1,,68.3,,60.3,70.2,
2023-02-09,69.1,66.02497612272256,84.01513300210647,45.23742895891317,3531,-6.803026600421295,80.0,85.0,,70.9,,65.3,70.2,
2023-02-10,67.7,61.741420371600434,84.26492224165379,46.57124582384286,3373,-6.85298444833076,78.8,80.9,,68.2,,77.5,65.5,
2023-02-11,56.8,33.38947338278517,84.58886402176154,47.91758388513196,2496,-6.917772804352306,64.2,62.1,,54.2,,57.6,57.7,
2023-02-12,55.2,27.679149053850463,84.48767875256686,51.90345125753042,2253,-6.897535750513373,62.2,60.1,,54.2,,49.7,51.6,
2023-02-13,66.1,57.65605488463373,84.22637493358414,46.56920335104715,3249,-6.845274986716826,76.5,74.8,,67.4,,71.5,65.6,
2023-02-14,71.9,70.99400522749659,84.29720303014362,48.88626067976549,3652,-6.8594406060287225,84.9,70.9,,70.2,,67.9,68.8,
2023-02-15,69.9,67.48938016865084,84.19930426477372,46.10953289385776,3586,-6.839860852954743,81.4,76.0,,70.8,,63.6,71.8,
2023-02-16,68.9,65.40777986347632,84.2809144471822,45.31556350520034,3512,-6.856182889436441,79.9,80.7,,77.7,,65.7,69.6,
2023-02-17,68.8,64.91669836809125,84.1596805365289,45.975189791016696,3515,-6.831936107305777,80.0,78.0,,67.1,,64.9,70.6,
2023-02-18,57.0,34.145401444337445,84.31424366114253,48.28516312221435,2502,-6.8628487322285086,65.0,63.4,,60.1,,66.3,55.1,
2023-02-19,55.3,27.705053718132973,84.4937665586764,52.204730493155004,2243,-6.898753311735281,62.7,62.9,,55.3,,56.8,49.6,
2023-02-20,65.7,55.519584160538244,84.51497542426483,48.35588103124088,3154,-6.902995084852966,76.4,74.2,,66.7,,68.4,62.1,
2023-02-21,69.9,68.12594905552056,84.25276108143883,44.628404552403616,3625,-6.850552216287767,80.9,85.9,,72.5,,58.1,72.9,
2023-02-22,71.0,70.02724426208093,84.20253555094854,46.49963129683057,3674,-6.840507110189708,83.1,77.5,,71.7,,64.6,71.3,
