event_date,gri,volume_score,severity_score,concentration_score,total_events,avg_goldstein,gri_armed_conflict_,gri_sanctions_finan,gri_technology_cont,gri_trade_policy_ac,gri_resource_energy,gri_regulatory_sove,gri_political_trans,gri_institutional_a
2023-02-23,71.9,72.09952711647932,84.21129699959965,47.090222780193585,3743,-6.842259399919932,84.5,78.0,,74.2,,63.1,70.9,
2023-02-24,68.2,64.39687023676476,84.44095592383569,43.43973774320555,3541,-6.888191184767139,78.5,88.4,,80.5,,64.4,70.3,
2023-02-25,56.6,32.85792679064699,84.62055446774741,48.08850470721634,2487,-6.924110893549484,63.6,71.8,,62.4,,48.3,54.4,
2023-02-26,54.5,26.12262735020035,84.85604055560577,50.616934361348356,2247,-6.971208111121155,61.1,61.7,,59.0,,51.4,51.1,
2023-02-27,65.6,55.67217594042907,84.50697236174058,47.7017225255851,3212,-6.901394472348114,75.8,77.9,,62.0,,58.1,64.4,
2023-02-28,69.9,67.65851038182646,84.08855644351732,46.033374479645204,3642,-6.817711288703462,81.3,70.3,,75.2,,57.5,72.9,
2023-03-01,69.1,65.34243930009252,84.64953934203795,45.373667424858155,3572,-6.929907868407591,79.6,73.2,,72.7,,72.2,71.8,
2023-03-02,69.4,65.88346717942949,84.68220523652406,45.62321811782052,3586,-6.936441047304813,80.1,76.5,,75.0,,60.4,71.4,
2023-03-03,65.4,57.69617488231408,84.21647716360559,43.383881766711745,3369,-6.843295432721116,74.5,78.6,,71.4,,61.1,71.3,
2023-03-04,56.9,35.04742194145359,84.40951805352827,45.61305556493715,2633,-6.881903610705656,63.9,63.2,,60.2,,58.2,60.5,
2023-03-05,52.5,22.96116799755507,84.45534902583033,47.829295909319036,2198,-6.891069805166064,58.4,59.2,,56.8,,58.2,52.8,
2023-03-06,67.1,59.325164141813204,84.65062550490107,47.44517073481208,3350,-6.930125100980211,77.6,68.9,,76.0,,55.2,66.5,
2023-03-07,71.5,70.69042540895154,84.65145083029346,46.60351638878753,3736,-6.930290166058694,83.3,71.9,,75.9,,64.7,72.3,
2023-03-08,73.3,75.40231128599432,84.668587292166,46.27498253142987,3899,-6.9337174584332,85.4,77.9,,76.5,,55.9,75.4,
2023-03-09,74.2,77.84649015288365,84.89459099312226,45.39224434683406,4025,-6.978918198624453,86.4,79.4,,75.5,,61.0,78.3,
2023-03-10,69.3,66.01876506488753,84.42922450462902,45.55247993536459,3643,-6.885844900925806,80.4,74.1,,70.2,,67.5,72.4,
2023-03-11,56.3,33.67886489839685,84.55169501112842,44.8326011919342,2615,-6.910339002225683,63.0,63.5,,67.2,,56.9,59.9,
2023-03-12,53.7,25.968977653055166,84.5511928015312,47.592456925790266,2340,-6.910238560306242,59.8,55.5,,54.7,,55.4,56.2,
2023-03-13,62.7,48.924608534111556,84.67850407277673,46.15803676842639,3080,-6.935700814555345,71.4,65.2,,65.7,,61.6,65.7,
2023-03-14,67.3,61.558127151198036,84.3044845919019,44.69296348351283,3503,-6.860896918380381,77.2,72.3,,72.4,,65.4,72.2,
2023-03-15,69.7,67.57554503625471,84.72525449839402,44.03003936874501,3731,-6.945050899678803,80.0,71.0,,75.8,,60.9,77.5,
2023-03-16,68.5,64.86266527432475,84.25441022674315,44.42593538304739,3625,-6.850882045348629,78.6,70.4,,80.7,,58.6,73.9,
2023-03-17,66.7,61.07793831197798,83.94191181037047,43.47121453047993,3530,-6.788382362074097,76.2,67.9,,76.7,,75.1,73.2,
2023-03-18,55.9,33.199021548198715,84.7219904193534,43.435888761665254,2643,-6.9443980838706825,61.8,62.3,,64.4,,63.6,62.2,
2023-03-19,55.9,30.98390640741869,84.69950914188844,48.07809564354381,2494,-6.93990182837769,62.8,61.1,,60.1,,55.4,55.5,
2023-03-20,67.4,62.811784404107186,84.55936854477048,42.42156772323459,3609,-6.911873708954095,76.6,76.0,,75.1,,64.7,76.6,
2023-03-21,67.6,63.36713182175909,84.34247049164917,42.79778656678019,3620,-6.868494098329833,77.0,77.7,,73.7,,63.3,75.8,
2023-03-22,51.5,19.1227869961601,84.53830564261263,50.0751945485872,2073,-6.907661128522525,56.2,57.2,,55.7,,51.6,49.9,
2023-03-23,45.7,0.0,84.72352412346419,58.90064260998516,680,-6.944704824692837,47.2,43.2,,45.8,,44.2,38.1,
2023-03-24,82.1,100.0,84.35745998599874,41.57422003148595,6030,-6.871491997199749,97.2,87.8,,93.6,,87.5,88.6,
2023-03-25,73.2,75.5686320890371,85.09183396399867,44.80265038411601,4180,-7.01836679279973,85.3,77.3,,74.8,,71.4,77.0,
2023-03-26,66.7,59.05509046084665,85.07704839067853,45.17833367946217,3534,-7.015409678135706,76.5,71.5,,76.2,,57.9,69.3,
2023-03-27,82.6,100.0,84.63869644816769,43.48457634045175,5380,-6.927739289633538,97.3,92.4,,93.9,,65.4,88.8,
2023-03-28,82.4,100.0,84.33284113996858,43.473995375599046,5792,-6.8665682279937155,97.5,94.0,,93.2,,85.2,88.6,
2023-03-29,82.3,100.0,84.37712486316252,42.70809248394761,5654,-6.875424972632504,97.0,83.8,,91.6,,84.1,88.6,
2023-03-30,81.2,96.819390263051,84.57315636153794,43.30479356706054,5609,-6.914631272307586,95.6,83.4,,82.7,,74.1,88.6,
2023-03-31,77.3,88.06900120501358,84.39418590970075,41.77747653181762,5272,-6.878837181940152,90.2,78.9,,93.7,,84.8,84.9,
2023-04-01,64.2,53.46235971122919,84.55840420034878,45.04128501473712,3544,-6.911680840069754,74.1,64.4,,67.8,,65.3,67.4,
2023-04-02,62.4,48.38530938850979,84.18886164787726,46.93115327957251,3268,-6.837772329575449,72.2,62.1,,65.7,,65.2,62.4,
2023-04-03,75.4,80.79449030777664,84.56978472166625,46.34061545268407,4844,-6.9139569443332505,89.0,74.4,,76.4,,79.5,75.5,
2023-04-04,78.6,89.57383429436149,84.37757598991574,45.17619791245086,5380,-6.875515197983146,92.8,75.9,,82.6,,85.4,81.1,
2023-04-05,78.5,89.68404845709551,84.27111492949723,44.65100488823946,5473,-6.854222985899449,92.7,76.5,,83.0,,87.5,80.7,
2023-04-06,77.3,86.4912186355566,84.26480739293126,45.15296324203662,5370,-6.85296147858625,91.2,81.4,,79.7,,77.6,79.7,
2023-04-07,75.0,79.71179980901952,84.5630095677454,46.676062252928396,5008,-6.912601913549078,88.7,74.2,,81.7,,79.9,73.6,
2023-04-08,66.3,56.66363076463742,84.56125052500276,48.85963568153354,3789,-6.9122501050005525,77.3,64.5,,66.9,,67.7,63.5,
2023-04-09,64.1,48.93905342854647,84.56030116227488,53.38756530454155,3317,-6.912060232454975,74.5,54.8,,73.3,,60.3,56.2,
2023-04-10,72.5,72.46739428509524,84.75375076125104,47.99362983417276,4645,-6.950750152250206,85.4,70.6,,76.1,,69.2,70.4,
2023-04-11,75.2,80.33087075706521,84.46924798816596,46.361805719788485,5107,-6.893849597633194,88.7,81.6,,85.6,,73.9,73.6,
2023-04-12,74.3,77.86220119671826,84.52520191831574,46.93959555176113,5019,-6.905040383663147,87.6,83.3,,70.0,,83.6,73.0,
2023-04-13,72.5,75.53924448081847,84.16700264725637,43.25432296653823,5021,-6.833400529451277,84.5,86.0,,72.1,,87.5,76.5,
2023-04-14,71.3,72.03516367523386,84.41100388133664,43.79345359016729,4842,-6.882200776267328,82.8,85.2,,76.5,,66.9,74.9,
2023-04-15,63.2,49.86203611038639,84.43711515149921,47.26062726567713,3560,-6.8874230302998445,73.0,63.0,,74.0,,62.5,61.4,
2023-04-16,64.2,50.60357497012485,84.465606688906,50.836769217999255,3528,-6.893121337781205,74.6,69.6,,70.4,,60.9,57.5,
2023-04-17,72.5,73.59555081675546,84.53468820422204,46.13016957220206,4900,-6.906937640844407,84.9,84.9,,74.6,,60.4,72.8,
2023-04-18,72.1,73.6707587421467,84.16128428073911,44.914937485667814,4946,-6.832256856147824,84.2,90.7,,74.9,,64.1,73.4,
2023-04-19,72.5,74.57755164144251,84.38185327492576,44.68866310364375,5038,-6.876370654985152,84.7,89.9,,73.3,,70.9,74.2,
2023-04-20,70.8,70.559694902478,84.18582305777316,44.6382945210258,4833,-6.837164611554632,82.4,83.9,,79.8,,65.0,72.1,
2023-04-21,69.7,67.01706163367045,84.15216566881094,45.95472056479103,4648,-6.830433133762189,81.3,77.5,,70.0,,65.9,70.6,
2023-04-22,59.6,41.90986343661784,83.86337017355869,46.452606866438614,3224,-6.772674034711737,68.8,61.6,,65.7,,69.5,58.7,
2023-04-23,59.0,38.65999021308753,84.31764084409531,48.856876006247596,2997,-6.863528168819063,67.8,60.0,,68.1,,61.5,55.4,
2023-04-24,69.8,66.61986514596624,84.33517418365054,47.16441772880711,4578,-6.867034836730104,81.9,79.4,,78.0,,67.3,66.8,
2023-04-25,70.8,71.2927850935203,84.2935729472115,42.851728541355286,4944,-6.8587145894422985,82.4,79.1,,93.2,,87.5,71.6,
2023-04-26,71.8,72.61510545811088,84.20516873809845,45.30493384114065,4998,-6.841033747619692,83.9,79.6,,87.6,,71.6,70.8,
2023-04-27,70.4,69.46166985988563,84.05980705388514,45.10345867391173,4874,-6.811961410777028,82.1,77.7,,74.7,,73.5,71.8,
2023-04-28,70.7,69.27875078337745,84.24024150244296,46.60150809338134,4857,-6.848048300488591,82.7,77.4,,72.7,,65.3,70.7,
2023-04-29,61.5,44.02348488711022,84.50953733574111,50.49350350038261,3351,-6.901907467148225,70.8,61.1,,63.9,,57.6,57.4,
2023-04-30,58.4,36.8338926760748,84.48531964216654,49.475554853578274,2943,-6.897063928433307,66.8,57.1,,66.6,,61.1,54.8,
2023-05-01,67.4,60.36789481922868,84.29417847985849,47.76726710824177,4330,-6.858835695971701,78.7,70.1,,69.6,,65.6,65.8,
2023-05-02,70.2,68.98875672835746,84.31624427976361,44.328247865922116,4925,-6.863248855952722,81.3,79.2,,77.2,,66.1,73.4,
2023-05-03,73.8,77.29323121755512,84.38242219944098,45.48635005053207,5435,-6.876484439888199,86.4,73.0,,81.7,,75.6,75.9,
2023-05-04,73.4,75.93218056940205,84.37918684700527,46.37985310388631,5344,-6.875837369401056,86.2,76.1,,84.8,,72.4,72.4,
2023-05-05,69.0,65.22367287129491,84.2979661800107,45.72655889397381,4763,-6.8595932360021425,80.3,72.7,,72.9,,71.2,70.2,
2023-05-06,60.1,41.61293768540961,84.65028277162587,47.943083681943676,3352,-6.930056554325172,68.8,57.2,,64.6,,63.5,59.0,
2023-05-07,58.4,37.61452051327619,84.60869253828751,47.75059756487563,3087,-6.921738507657501,66.9,62.9,,68.1,,61.3,55.6,
2023-05-08,68.1,61.239957013869045,84.54407114483998,48.973011636502456,4454,-6.908814228967995,79.6,68.4,,75.3,,66.5,64.2,
2023-05-09,73.2,75.11277615952702,84.59878935449882,46.792041500442394,5346,-6.919757870899765,85.9,76.7,,79.8,,79.2,71.8,
2023-05-10,72.0,71.82170159045906,84.73809618143807,46.65591313227972,5189,-6.947619236287615,84.2,78.2,,74.7,,77.8,71.0,
2023-05-11,71.3,69.6896280289406,84.58582932749866,47.96515583690405,5065,-6.91716586549973,83.7,66.7,,76.4,,86.0,68.5,
2023-05-12,69.7,67.00258616259208,84.31984281639775,45.79900861364981,4991,-6.863968563279551,81.2,71.6,,72.6,,74.3,71.4,
2023-05-13,60.3,41.95354624879347,84.63005683255066,48.28377465065453,3457,-6.926011366510134,69.2,63.4,,61.6,,61.8,58.2,
2023-05-14,58.5,35.71046918553607,84.33381277786307,52.58594049282629,3029,-6.866762555572615,66.9,60.4,,56.2,,56.6,52.9,
2023-05-15,66.0,57.73320995263064,84.15049619484402,46.141680576198766,4431,-6.830099238968806,76.7,73.9,,66.8,,64.7,66.7,
2023-05-16,69.9,67.94143308716879,84.26943551026721,45.14508085153529,5083,-6.853887102053446,81.4,75.7,,73.9,,74.5,71.9,
2023-05-17,70.3,68.55295816743686,84.44227272141703,45.7508892217393,5111,-6.888454544283407,81.9,79.7,,75.1,,74.2,70.3,
2023-05-18,68.4,64.41823118286325,84.185263030417,44.55432702820098,4910,-6.837052606083401,79.2,82.1,,72.2,,70.3,70.3,
2023-05-19,66.1,59.36010193022601,84.43554869336192,42.79774229555465,4627,-6.887109738672388,76.0,94.5,,66.6,,76.0,67.8,
2023-05-20,58.1,37.43791205031503,84.31353409627272,46.86849389159181,3273,-6.862706819254545,66.2,71.6,,62.4,,63.8,54.8,
2023-05-21,57.0,32.7139104307291,84.60030118768223,50.20784078955825,2964,-6.920060237536449,64.8,64.9,,58.8,,56.9,51.9,
2023-05-22,65.6,55.48340632605385,84.4189822435481,48.315090835722465,4319,-6.883796448709622,76.0,76.4,,66.8,,59.6,62.2,
2023-05-23,66.9,59.51503690458328,84.61708182861813,46.16839612611311,4632,-6.923416365723623,77.3,79.1,,64.4,,61.0,67.7,
2023-05-24,67.2,62.03794812502515,84.17944552197095,43.407320318668255,4820,-6.8358891043941865,77.5,87.5,,72.7,,70.2,69.1,
2023-05-25,66.7,60.00425126984698,84.24667847759663,44.94129223603921,4704,-6.8493356955193265,76.9,82.6,,63.8,,67.3,68.3,
2023-05-26,66.7,60.59752065631017,84.29460851829941,43.96224021550456,4779,-6.858921703659884,77.1,80.6,,68.7,,71.3,69.4,
2023-05-27,56.8,33.44927473125924,84.22516258230546,48.80061902189978,3142,-6.845032516461093,64.7,61.6,,57.0,,56.5,54.2,
2023-05-28,56.5,31.48578853923916,84.54194738846698,50.616167285268574,2974,-6.908389477693396,64.1,64.6,,62.9,,52.2,50.6,
2023-05-29,60.5,42.508426889237604,84.70049340661505,48.280795692459336,3647,-6.94009868132301,69.5,68.3,,62.8,,61.6,57.3,
2023-05-30,68.2,62.194305785943705,84.77189970602886,47.136807435394005,4789,-6.9543799412057705,79.2,81.8,,73.7,,59.7,65.1,
2023-05-31,69.4,66.62021679250768,84.56133839127442,44.584127402000604,5124,-6.912267678254883,80.5,89.2,,73.6,,63.0,70.1,
2023-06-01,68.4,63.515399486860574,84.31509723713256,46.34842929561812,4949,-6.863019447426514,79.5,78.5,,67.4,,64.8,68.4,
2023-06-02,65.0,56.60857493909074,84.43727857716613,43.07438516657918,4621,-6.887455715433225,74.6,80.8,,77.1,,57.0,68.2,
2023-06-03,56.7,34.59689433212981,84.69402819924085,45.03156946730471,3343,-6.9388056398481694,64.3,69.8,,65.5,,54.9,56.4,
2023-06-04,57.0,32.5885293680709,84.88331670610324,49.935151711478234,3150,-6.976663341220652,64.7,65.1,,66.0,,49.5,51.5,
2023-06-05,66.1,57.728766187303016,84.275138868435,46.46918014977996,4633,-6.855027773686997,76.6,76.3,,69.9,,56.4,65.6,
2023-06-06,66.4,59.482570708049636,84.24074532594264,44.67248891607815,4779,-6.848149065188527,76.6,74.4,,76.8,,67.1,67.8,
2023-06-07,65.6,57.31259275246606,84.4194338398071,44.449913830361076,4674,-6.883886767961423,75.7,72.9,,73.7,,71.8,67.2,
2023-06-08,65.5,56.523239949047955,84.0258216956897,46.43364380090338,4614,-6.805164339137939,76.0,71.7,,63.3,,65.8,66.0,
2023-06-09,63.9,52.58615601578651,84.05873743389962,46.315946496941976,4420,-6.811747486779926,74.1,67.4,,63.1,,65.7,64.8,
2023-06-10,56.1,30.805339852527457,84.40021946634866,49.86391701051197,3182,-6.880043893269732,64.0,59.9,,56.2,,55.0,52.5,
2023-06-11,54.5,26.01945202824879,84.49970614409834,51.70016142968809,2904,-6.899941228819668,61.9,56.2,,54.7,,52.0,50.1,
2023-06-12,63.1,49.410692232402,84.3728110199743,47.757011703716515,4238,-6.874562203994865,73.0,64.9,,62.6,,58.6,62.5,
2023-06-13,65.4,55.50537584842483,84.31880054393204,47.29036050242586,4568,-6.863760108786407,76.0,71.4,,65.4,,62.5,64.3,
2023-06-14,67.0,59.90774590599078,84.23331241379698,46.82711466560793,4856,-6.846662482759396,77.9,67.0,,67.0,,60.8,68.5,
2023-06-15,67.7,61.60393172079668,84.23492110063108,47.010114838937916,4949,-6.846984220126217,78.8,71.5,,62.2,,69.4,68.1,
2023-06-16,64.2,53.21969952523144,84.3367782651241,45.785604338389724,4531,-6.867355653024819,73.7,74.4,,63.9,,56.6,65.9,
2023-06-17,55.7,30.40036037251604,84.30409336724338,48.95103219139354,3291,-6.860818673448678,63.4,59.4,,62.6,,46.5,53.5,
2023-06-18,53.8,24.596405193223003,84.73061501503861,50.24153229868208,2948,-6.94612300300772,60.5,60.6,,60.8,,47.3,49.8,
2023-06-19,61.7,45.807313870008,84.4359242112511,48.15203194082008,4102,-6.887184842250221,70.9,67.2,,64.1,,51.9,60.5,
2023-06-20,64.6,53.62700513318661,84.4557131602466,46.927359724518475,4554,-6.891142632049321,74.8,69.4,,65.9,,63.2,64.4,
2023-06-21,66.9,59.60687541175429,84.37449318987206,46.47317407271068,4844,-6.874898637974409,77.7,79.0,,65.9,,62.5,65.9,
2023-06-22,64.2,53.467748149035046,84.38163516394759,45.26884484423278,4569,-6.87632703278952,73.6,78.5,,68.3,,62.1,64.6,
2023-06-23,63.1,50.32979527961522,84.20488939515988,46.529232626268744,4415,-6.840977879031979,72.7,69.9,,69.8,,61.6,62.4,
2023-06-24,53.7,25.422411301575885,84.23121165825751,49.31722091706121,3263,-6.846242331651505,60.2,59.3,,62.2,,52.4,50.7,
2023-06-25,51.5,18.3208560856786,84.75661158048322,51.43030255914124,2889,-6.951322316096643,57.0,57.5,,55.9,,48.4,47.6,
2023-06-26,60.6,43.401111211546585,84.23987128188466,47.60401012413644,4055,-6.847974256376932,69.4,63.2,,67.5,,54.4,60.1,
2023-06-27,63.1,51.02535639520721,84.16815988969249,45.11697319462528,4459,-6.833631977938498,72.1,70.4,,59.8,,53.0,68.7,
2023-06-28,64.1,54.125634269482475,84.31172308754181,43.73981911760909,4593,-6.862344617508361,73.0,75.8,,68.1,,56.3,70.4,
2023-06-29,64.2,54.526355801429474,84.39126937545159,43.217198347985104,4626,-6.8782538750903175,72.8,71.8,,71.0,,61.1,72.1,
2023-06-30,61.2,46.465708680938725,84.22942465837767,44.48686902679087,4265,-6.84588493167553,69.0,63.4,,63.7,,65.8,67.5,
2023-07-01,50.3,16.57600812642839,84.70509209889873,48.876924335884034,2889,-6.9410184197797475,55.1,54.0,,51.3,,50.1,50.8,
2023-07-02,51.2,16.438299670617333,85.15137394547875,52.798760363286945,2778,-7.030274789095751,56.7,50.6,,55.8,,49.9,46.9,
2023-07-03,62.3,46.445389977382895,84.42619450952094,49.71336565057131,4095,-6.885238901904186,71.8,62.4,,66.9,,52.2,59.4,
2023-07-04,61.3,44.31383317451909,84.72732079290515,48.66728440743528,4010,-6.945464158581028,70.3,64.4,,64.9,,52.7,59.9,
2023-07-05,66.4,56.81360546883965,84.54311765371763,49.12510519395143,4502,-6.908623530743526,77.4,69.0,,74.7,,56.6,62.1,
2023-07-06,67.5,60.948311506178,84.33370927971549,46.690508558952615,4726,-6.866741855943097,78.4,69.5,,80.6,,61.7,66.9,
2023-07-07,64.0,53.17640484973672,84.27710721580985,45.084680038608695,4469,-6.85542144316197,73.1,68.9,,66.6,,60.0,69.1,
2023-07-08,55.2,27.612100449999673,84.52109231771244,51.560279752712944,3277,-6.904218463542487,62.1,57.3,,51.7,,48.1,52.3,
2023-07-09,52.3,19.906010172054458,85.07652393114338,51.42891669746332,2901,-7.015304786228674,58.1,57.2,,57.8,,50.1,48.0,
2023-07-10,62.2,46.76906629517833,84.22975075550319,49.001938228672365,4047,-6.845950151100636,71.7,67.6,,69.3,,63.6,57.9,
2023-07-11,65.8,57.25278260918488,84.5282426348514,45.407345413848965,4583,-6.905648526970279,75.7,67.0,,80.5,,60.5,68.5,
2023-07-12,68.8,64.82559568375463,84.48544524401818,45.42296144032146,4908,-6.897089048803636,79.6,69.8,,80.2,,63.0,71.8,
2023-07-13,66.2,58.17087826794751,84.487280908806,45.80514633756526,4596,-6.897456181761202,76.4,73.2,,75.1,,63.5,67.3,
2023-07-14,63.9,53.21481206828728,84.13411453478173,44.70442692429993,4429,-6.826822906956345,72.9,73.9,,73.0,,49.4,68.3,
2023-07-15,51.4,19.965664510005386,84.41502113749658,48.45167651893704,2933,-6.883004227499318,56.9,57.9,,60.0,,50.7,50.3,
2023-07-16,51.2,16.00710416805751,84.8102856690103,54.344845411549414,2654,-6.962057133802058,56.5,55.0,,53.6,,45.0,45.2,
2023-07-17,62.1,46.478152413321375,84.16912566327994,49.01413005457108,4005,-6.83382513265599,71.6,65.1,,69.5,,56.6,59.0,
2023-07-18,66.3,58.65828054901329,84.19426284476297,45.60118712256994,4612,-6.838852568952598,76.5,67.7,,74.7,,62.8,69.4,
2023-07-19,71.2,70.52518293158727,84.53869039797,45.84393150022387,5108,-6.907738079594,82.8,73.8,,83.6,,65.5,72.3,
2023-07-20,71.2,71.12419896954604,84.49230646165637,44.833729797877616,5180,-6.898461292331274,82.5,77.2,,78.3,,68.1,75.0,
2023-07-21,65.1,56.19491044965825,84.37810420532938,44.22496592018997,4564,-6.875620841065874,74.3,66.3,,78.9,,61.6,70.6,
2023-07-22,53.9,25.95052153072765,84.41726936676311,48.638321919065824,3165,-6.88345387335262,60.4,57.9,,60.9,,58.3,52.3,
2023-07-23,52.1,20.433382157620184,84.8503305332697,50.0172162256528,2878,-6.97006610665394,57.9,53.9,,59.6,,58.3,49.6,
2023-07-24,64.8,53.64424489965803,84.35065971313585,47.7850925513099,4346,-6.870131942627171,75.0,65.2,,71.1,,60.8,64.3,
2023-07-25,67.7,60.79415423214693,84.43741184799285,47.98859313350525,4639,-6.887482369598568,78.9,69.6,,75.2,,57.4,66.3,
2023-07-26,66.0,57.67459417487676,84.27334033382937,46.24052481505413,4551,-6.854668066765875,76.3,68.7,,69.5,,66.2,68.2,
2023-07-27,64.7,53.93950694382205,84.1322797119466,47.32332632069971,4375,-6.826455942389319,74.7,66.7,,59.5,,62.7,66.6,
2023-07-28,61.0,45.092359527724334,84.20855696459728,46.19052390900676,4017,-6.841711392919457,69.4,63.3,,64.2,,63.8,63.8,
2023-07-29,52.1,21.490644421920997,84.43789294215411,48.768810457505715,2965,-6.8875785884308245,57.8,56.1,,55.3,,51.1,52.0,
2023-07-30,53.1,22.69624958583013,84.47977618149865,51.19625031966021,2922,-6.89595523629973,59.6,63.7,,56.9,,51.3,48.2,
2023-07-31,63.5,51.17390741447076,84.53678784455587,46.2697940737672,4210,-6.907357568911172,73.3,74.0,,70.2,,74.6,62.4,
2023-08-01,65.0,55.858740488294856,84.15485704864084,45.12804066831742,4435,-6.830971409728169,74.9,70.8,,75.9,,75.7,66.6,
2023-08-02,66.3,58.36981395274841,84.37194652911225,45.89052392587995,4545,-6.87438930582245,76.1,66.4,,71.0,,68.4,69.7,
2023-08-03,64.9,56.09385152314522,84.10730581720462,43.87703156993757,4443,-6.821461163440925,74.1,75.4,,80.8,,73.5,67.6,
2023-08-04,63.2,51.93012509408591,84.14624150589705,43.83036750336612,4284,-6.829248301179412,72.0,76.6,,75.6,,62.7,66.7,
2023-08-05,53.3,26.058123276892708,84.06634390376499,46.343395702503514,3163,-6.813268780752997,59.5,62.7,,65.1,,52.6,53.9,
2023-08-06,52.7,22.39803559504535,84.22018549022144,50.24087297790872,2933,-6.844037098044291,59.0,55.3,,63.3,,50.7,49.6,
2023-08-07,63.6,51.412165224944864,84.32506940859575,46.549576678521646,4187,-6.86501388171915,73.1,70.9,,70.5,,60.3,63.8,
2023-08-08,65.8,57.72233560015721,83.99023042442494,45.53179304331659,4477,-6.7980460848849855,75.8,73.5,,65.1,,62.2,69.3,
2023-08-09,65.1,56.53377037262157,84.0472387548131,44.459552059186244,4413,-6.809447750962617,74.6,76.7,,77.7,,60.1,67.9,
2023-08-10,68.6,64.67659047763021,83.91786150589617,45.671148197050506,4690,-6.783572301179232,79.7,80.8,,83.9,,62.8,67.2,
2023-08-11,64.9,54.9968765308259,84.1184674690307,46.50663087678929,4335,-6.823693493806141,75.0,65.5,,75.8,,57.7,66.2,
2023-08-12,52.7,23.74982132304588,84.29632353727673,47.56314751831084,3046,-6.859264707455348,58.9,63.1,,56.3,,55.8,52.0,
2023-08-13,52.0,20.09740271572955,84.18766838351746,51.26226922045271,2814,-6.837533676703492,58.2,55.4,,60.3,,57.2,47.4,
2023-08-14,61.6,44.948434201056024,84.60289688171407,48.782914006216416,3850,-6.920579376342815,70.9,61.6,,69.4,,64.4,58.7,
2023-08-15,65.8,57.66201135374854,84.2348504319269,45.43048966153002,4434,-6.846970086385379,75.8,67.5,,74.6,,59.4,69.6,
2023-08-16,65.6,57.225569915035834,84.0944948721225,45.23946871310507,4400,-6.818898974424501,75.5,74.6,,68.1,,63.5,68.5,
2023-08-17,64.7,55.705318947185695,84.07119410077675,43.9837416296219,4356,-6.8142388201553485,74.1,74.4,,75.2,,65.9,69.0,
2023-08-18,66.3,59.18098391094779,84.23317098407213,44.87567199593569,4516,-6.846634196814426,76.7,62.4,,74.8,,80.1,70.8,
2023-08-19,54.7,28.317292563489914,84.47115138479184,47.749837936369765,3222,-6.894230276958368,61.7,57.7,,57.8,,79.5,53.3,
2023-08-20,52.1,20.26566008484856,84.64700983886692,50.787441796502485,2817,-6.929401967773383,58.2,55.1,,67.3,,58.7,47.2,
2023-08-21,66.2,56.93309058494525,84.23189078303324,48.58212415369733,4307,-6.846378156606647,77.1,62.5,,81.9,,59.4,63.1,
2023-08-22,69.0,64.8562883773277,84.13470793817103,47.08619644142399,4673,-6.826941587634207,80.6,64.9,,78.0,,56.9,70.2,
2023-08-23,68.0,61.91040182391427,84.03886996850204,48.20340768093463,4534,-6.807773993700408,79.7,64.6,,69.0,,58.4,68.0,
2023-08-24,67.5,61.81000287397329,84.13238121049793,45.4822913703567,4551,-6.8264762420995835,77.8,78.7,,72.6,,68.2,68.9,
2023-08-25,63.8,52.62551274803727,84.178166081856,45.172936689862766,4215,-6.8356332163712,72.8,75.5,,69.4,,50.2,67.3,
2023-08-26,53.8,26.075664779182343,84.22096189644775,48.58903771561397,3122,-6.844192379289548,60.6,55.7,,55.6,,70.8,52.7,
2023-08-27,53.4,22.600260038284574,84.18384007356543,53.45924239850517,2900,-6.836768014713085,60.1,56.8,,48.1,,63.2,47.4,
2023-08-28,64.9,53.59714132427653,84.15462964623345,48.929035880988614,4168,-6.830925929246687,75.2,62.2,,71.6,,65.3,62.1,
2023-08-29,68.8,64.71903051997681,84.14504663710434,46.21864207240958,4671,-6.82900932742087,80.0,69.9,,67.8,,66.7,71.8,
2023-08-30,70.4,68.46380650776828,83.95635993530686,47.08625945078747,4762,-6.79127198706137,82.6,82.1,,64.5,,69.5,69.3,
2023-08-31,67.4,61.03437250882968,84.39739028052692,46.20457828598739,4505,-6.879478056105386,78.2,70.3,,73.8,,66.6,69.0,
2023-09-01,65.8,56.341104913136064,83.88951738594926,48.50025868597248,4282,-6.777903477189852,76.7,68.2,,64.1,,70.0,63.8,
2023-09-02,54.7,26.12894315024595,84.59844920942521,51.95276271581319,3083,-6.9196898418850425,61.7,55.3,,52.9,,53.9,51.2,
2023-09-03,51.7,18.60109432486592,84.49422538201239,52.10271351951263,2744,-6.898845076402476,57.3,56.5,,54.5,,53.3,47.7,
2023-09-04,59.7,40.6184136247049,84.28413618802676,48.687900268547324,3641,-6.856827237605353,68.2,66.0,,60.9,,50.7,59.1,
2023-09-05,64.6,53.276496170857435,84.1133458742442,48.45437214347438,4135,-6.822669174848842,74.8,67.0,,61.8,,69.9,63.5,
2023-09-06,68.6,63.81762966841232,84.56432550114539,46.467200716312746,4566,-6.912865100229077,79.4,79.5,,68.1,,78.2,68.4,
2023-09-07,66.8,59.902180286525834,84.52850939217562,44.92372277483704,4462,-6.9057018784351225,76.5,74.4,,69.3,,78.7,70.4,
2023-09-08,64.1,53.06295244974119,84.36021068925527,45.816571800038616,4193,-6.872042137851055,73.2,68.2,,69.5,,61.9,67.5,
